commandment_number,commandment_concept,commandment_polarity,reference_id,scripture_english,scripture_hebrew,scripture_greek,scripture_parashah,sefer_hachinuch_number,mishneh_torah_book_number,mishneh_torah_book_name,mishneh_torah_category,p119f_category,,,,,,,,,,,,,
587,Mourn for relatives ,P,LEV 10:19,"But Aaron spoke to Moses, ""Behold, this very day they presented their sin offering and their burnt offering before the LORD. When things like these happened to me, if I had eaten a sin offering today, would it have been good in the sight of the LORD?""","יט וַיְדַבֵּר אַהֲרֹן אֶל-מֹשֶׁה, הֵן הַיּוֹם הִקְרִיבוּ אֶת-חַטָּאתָם וְאֶת-עֹלָתָם לִפְנֵי יְהוָה, וַתִּקְרֶאנָה אֹתִי, כָּאֵלֶּה; וְאָכַלְתִּי חַטָּאת הַיּוֹם, הַיִּיטַב בְּעֵינֵי יְהוָה.","19 καὶ ἐλάλησεν Ααρων πρὸς Μωυσῆν λέγων Εἰ σήμερον προσαγειόχασιν τὰ περὶ τῆς ἁμαρτίας αὐτῶν καὶ τὰ ὁλοκαυτώματα αὐτῶν ἔναντι κυρίου, καὶ συμβέβηκέν μοι ταῦτα· καὶ φάγομαι τὰ περὶ τῆς ἁμαρτίας σήμερον, μὴ ἀρεστὸν ἔσται κυρίῳ;  ",Shemini,,14,Judges,Mourning,Marriage and Family,,,,,,,,,,,,,
588,The high priest must not defile himself for any relative ,N,LEV 21:11,"nor shall he approach any dead person, nor defile himself even for his father or his mother;","יא וְעַל כָּל-נַפְשֹׁת מֵת, לֹא יָבֹא: לְאָבִיו וּלְאִמּוֹ, לֹא יִטַּמָּא.","11 καὶ ἐπὶ πάσῃ ψυχῇ τετελευτηκυίᾳ οὐκ εἰσελεύσεται, ἐπὶ πατρὶ αὐτοῦ οὐδὲ ἐπὶ μητρὶ αὐτοῦ οὐ μιανθήσεται·  ",Emor,271,14,Judges,Mourning,Levites & Priests,,,,,,,,,,,,,
589,The high priest must not enter under the same roof as a corpse ,N,LEV 21:11,"nor shall he approach any dead person, nor defile himself even for his father or his mother;",  וְעַל כָּל־נַפְשֹׁת מֵת לֹא יָבֹא לְאָבִיו וּלְאִמּוֹ לֹא יִטַּמָּא׃ ‬,καὶ ἐπὶ πάσῃ ψυχῇ τετελευτηκυίᾳ οὐκ εἰσελεύσεται ἐπὶ πατρὶ αὐτοῦ οὐδὲ ἐπὶ μητρὶ αὐτοῦ οὐ μιανθήσεται,Emor,270,14,Judges,Mourning,Levites & Priests,,,,,,,,,,,,,
590,A priest must not defile himself (by going to funerals or cemeteries) for anyone except relatives ,N,LEV 21:1,"Then the LORD said to Moses, ""Speak to the priests, the sons of Aaron, and say to them: 'No one shall defile himself for a dead person among his people,","א וַיֹּאמֶר יְהוָה אֶל-מֹשֶׁה, אֱמֹר אֶל-הַכֹּהֲנִים בְּנֵי אַהֲרֹן; וְאָמַרְתָּ אֲלֵהֶם, לְנֶפֶשׁ לֹא-יִטַּמָּא בְּעַמָּיו.",1 Καὶ εἶπεν κύριος πρὸς Μωυσῆν λέγων Εἰπὸν τοῖς ἱερεῦσιν τοῖς υἱοῖς Ααρων καὶ ἐρεῖς πρὸς αὐτούς Ἐν ταῖς ψυχαῖς οὐ μιανθήσονται ἐν τῷ ἔθνει αὐτῶν  ,Emor,263,14,Judges,Mourning,Levites & Priests,,,,,,,,,,,,,
591,Appoint a king from Israel ,P,DEU 17:15,"you shall surely set a king over you whom the LORD your God chooses, one from among your countrymen you shall set as king over yourselves; you may not put a foreigner over yourselves who is not your countryman.","טו שׂוֹם תָּשִׂים עָלֶיךָ מֶלֶךְ, אֲשֶׁר יִבְחַר יְהוָה אֱלֹהֶיךָ בּוֹ: מִקֶּרֶב אַחֶיךָ, תָּשִׂים עָלֶיךָ מֶלֶךְ--לֹא תוּכַל לָתֵת עָלֶיךָ אִישׁ נָכְרִי, אֲשֶׁר לֹא-אָחִיךָ הוּא.","15 καθιστῶν καταστήσεις ἐπὶ σεαυτὸν ἄρχοντα, ὃν ἂν ἐκλέξηται κύριος ὁ θεός σου αὐτόν. ἐκ τῶν ἀδελφῶν σου καταστήσεις ἐπὶ σεαυτὸν ἄρχοντα· οὐ δυνήσῃ καταστῆσαι ἐπὶ σεαυτὸν ἄνθρωπον ἀλλότριον, ὅτι οὐκ ἀδελφός σού ἐστιν.  ",Shoftim,497,14,Judges,Kings and Wars,The King,,,,,,,,,,,,,
592,Do not appoint a foreigner as king ,N,DEU 17:15,"you shall surely set a king over you whom the LORD your God chooses, one from among your countrymen you shall set as king over yourselves; you may not put a foreigner over yourselves who is not your countryman.",  שׂוֹם תָּשִׂים עָלֶיךָ מֶלֶךְ אֲשֶׁר יִבְחַר יְהוָה אֱלֹהֶיךָ בּוֹ מִקֶּרֶב אַחֶיךָ תָּשִׂים עָלֶיךָ מֶלֶךְ לֹא תוּכַל לָתֵת עָלֶיךָ אִישׁ נָכְרִי אֲשֶׁר לֹא־אָחִיךָ הוּא׃ ‬,καθιστῶν καταστήσεις ἐπὶ σεαυτὸν ἄρχοντα ὃν ἂν ἐκλέξηται κύριος ὁ θεός σου αὐτόν ἐκ τῶν ἀδελφῶν σου καταστήσεις ἐπὶ σεαυτὸν ἄρχοντα οὐ δυνήσῃ καταστῆσαι ἐπὶ σεαυτὸν ἄνθρωπον ἀλλότριον ὅτι οὐκ ἀδελφός σού ἐστιν,Shoftim,498,14,Judges,Kings and Wars,The King,,,,,,,,,,,,,
593,The king must not have too many wives ,N,DEU 17:17,"""He shall not multiply wives for himself, or else his heart will turn away; nor shall he greatly increase silver and gold for himself.","יז וְלֹא יַרְבֶּה-לּוֹ נָשִׁים, וְלֹא יָסוּר לְבָבוֹ; וְכֶסֶף וְזָהָב, לֹא יַרְבֶּה-לּוֹ מְאֹד.","17 καὶ οὐ πληθυνεῖ ἑαυτῷ γυναῖκας, οὐδὲ μεταστήσεται αὐτοῦ ἡ καρδία· καὶ ἀργύριον καὶ χρυσίον οὐ πληθυνεῖ ἑαυτῷ σφόδρα.  ",Shoftim,501,14,Judges,Kings and Wars,The King,,,,,,,,,,,,,
594,The king must not have too many horses ,N,DEU 17:16,"""Moreover, he shall not multiply horses for himself, nor shall he cause the people to return to Egypt to multiply horses, since the LORD has said to you, 'You shall never again return that way.'","טז רַק, לֹא-יַרְבֶּה-לּוֹ סוּסִים, וְלֹא-יָשִׁיב אֶת-הָעָם מִצְרַיְמָה, לְמַעַן הַרְבּוֹת סוּס; וַיהוָה, אָמַר לָכֶם, לֹא תֹסִפוּן לָשׁוּב בַּדֶּרֶךְ הַזֶּה, עוֹד.","16 διότι οὐ πληθυνεῖ ἑαυτῷ ἵππον οὐδὲ μὴ ἀποστρέψῃ τὸν λαὸν εἰς Αἴγυπτον, ὅπως πληθύνῃ ἑαυτῷ ἵππον, ὁ δὲ κύριος εἶπεν Οὐ προσθήσετε ἀποστρέψαι τῇ ὁδῷ ταύτῃ ἔτι.  ",Shoftim,499,14,Judges,Kings and Wars,The King,,,,,,,,,,,,,
595,The king must not have too much silver and gold ,N,DEU 17:17,"""He shall not multiply wives for himself, or else his heart will turn away; nor shall he greatly increase silver and gold for himself.",  וְלֹא יַרְבֶּה־לּוֹ נָשִׁים וְלֹא יָסוּר לְבָבוֹ וְכֶסֶף וְזָהָב לֹא יַרְבֶּה־לּוֹ מְאֹד׃ ‬,καὶ οὐ πληθυνεῖ ἑαυτῷ γυναῖκας οὐδὲ μεταστήσεται αὐτοῦ ἡ καρδία καὶ ἀργύριον καὶ χρυσίον οὐ πληθυνεῖ ἑαυτῷ σφόδρα,Shoftim,502,14,Judges,Kings and Wars,The King,,,,,,,,,,,,,
596,Destroy the seven Canaanite nations ,P,DEU 20:17,"""But you shall utterly destroy them, the Hittite and the Amorite, the Canaanite and the Perizzite, the Hivite and the Jebusite, as the LORD your God has commanded you,","יז כִּי-הַחֲרֵם תַּחֲרִימֵם, הַחִתִּי וְהָאֱמֹרִי הַכְּנַעֲנִי וְהַפְּרִזִּי, הַחִוִּי, וְהַיְבוּסִי--כַּאֲשֶׁר צִוְּךָ, יְהוָה אֱלֹהֶיךָ.","17 ἀλλ᾿ ἢ ἀναθέματι ἀναθεματιεῖτε αὐτούς, τὸν Χετταῖον καὶ Αμορραῖον καὶ Χαναναῖον καὶ Φερεζαῖον καὶ Ευαῖον καὶ Ιεβουσαῖον καὶ Γεργεσαῖον, ὃν τρόπον ἐνετείλατό σοι κύριος ὁ θεός σου,  ",Shoftim,,14,Judges,Kings and Wars,War and Battles,,,,,,,,,,,,,
597,Do not let any of the seven Canaanite nations remain alive ,N,DEU 20:16,"""Only in the cities of these peoples that the LORD your God is giving you as an inheritance, you shall not leave alive anything that breathes.","טז רַק, מֵעָרֵי הָעַמִּים הָאֵלֶּה, אֲשֶׁר יְהוָה אֱלֹהֶיךָ, נֹתֵן לְךָ נַחֲלָה--לֹא תְחַיֶּה, כָּל-נְשָׁמָה.","16 ἰδοὺ δὲ ἀπὸ τῶν πόλεων τῶν ἐθνῶν τούτων, ὧν κύριος ὁ θεός σου δίδωσίν σοι κληρονομεῖν τὴν γῆν αὐτῶν, οὐ ζωγρήσετε ἀπ᾿ αὐτῶν πᾶν ἐμπνέον,  ",Shoftim,528,14,Judges,Kings and Wars,War and Battles,,,,,,,,,,,,,
598,Wipe out the descendants of Amalek ,P,DEU 25:19,"""Therefore it shall come about when the LORD your God has given you rest from all your surrounding enemies, in the land which the LORD your God gives you as an inheritance to possess, you shall blot out the memory of Amalek from under heaven; you must not forget.","יט וְהָיָה בְּהָנִיחַ יְהוָה אֱלֹהֶיךָ לְךָ מִכָּל-אֹיְבֶיךָ מִסָּבִיב, בָּאָרֶץ אֲשֶׁר יְהוָה-אֱלֹהֶיךָ נֹתֵן לְךָ נַחֲלָה לְרִשְׁתָּהּ--תִּמְחֶה אֶת-זֵכֶר עֲמָלֵק, מִתַּחַת הַשָּׁמָיִם; לֹא, תִּשְׁכָּח. {פ}","19 καὶ ἔσται ἡνίκα ἐὰν καταπαύσῃ σε κύριος ὁ θεός σου ἀπὸ πάντων τῶν ἐχθρῶν σου τῶν κύκλῳ σου ἐν τῇ γῇ, ᾗ κύριος ὁ θεός σου δίδωσίν σοι ἐν κλήρῳ κατακληρονομῆσαι, ἐξαλείψεις τὸ ὄνομα Αμαληκ ἐκ τῆς ὑπὸ τὸν οὐρανὸν καὶ οὐ μὴ ἐπιλάθῃ.  ",Ki Tetze,,14,Judges,Kings and Wars,War and Battles,,,,,,,,,,,,,
599,Remember what Amalek did to the Israelites,P,DEU 25:17,"""Remember what Amalek did to you along the way when you came out from Egypt,","יז זָכוֹר, אֵת אֲשֶׁר-עָשָׂה לְךָ עֲמָלֵק, בַּדֶּרֶךְ, בְּצֵאתְכֶם מִמִּצְרָיִם.","17 Μνήσθητι ὅσα ἐποίησέν σοι Αμαληκ ἐν τῇ ὁδῷ ἐκπορευομένου σου ἐξ Αἰγύπτου,  ",Ki Tetze,,14,Judges,Kings and Wars,War and Battles,,,,,,,,,,,,,
600,Do not forget Amalek's atrocities and ambush on our journey from Egypt in the desert ,N,DEU 25:19,"""Therefore it shall come about when the LORD your God has given you rest from all your surrounding enemies, in the land which the LORD your God gives you as an inheritance to possess, you shall blot out the memory of Amalek from under heaven; you must not forget.",  וְהָיָה בְּהָנִיחַ יְהוָה אֱלֹהֶיךָ לְךָ מִכָּל־אֹיְבֶיךָ מִסָּבִיב בָּאָרֶץ אֲשֶׁר יְהוָה־אֱלֹהֶיךָ נֹתֵן לְךָ נַחֲלָה לְרִשְׁתָּהּ תִּמְחֶה אֶת־זֵכֶר עֲמָלֵק מִתַּחַת הַשָּׁמָיִם לֹא תִּשְׁכָּח׃ פ ‬,καὶ ἔσται ἡνίκα ἐὰν καταπαύσῃ σε κύριος ὁ θεός σου ἀπὸ πάντων τῶν ἐχθρῶν σου τῶν κύκλῳ σου ἐν τῇ γῇ ᾗ κύριος ὁ θεός σου δίδωσίν σοι ἐν κλήρῳ κατακληρονομῆσαι ἐξαλείψεις τὸ ὄνομα αμαληκ ἐκ τῆς ὑπὸ τὸν οὐρανὸν καὶ οὐ μὴ ἐπιλάθῃ,Ki Tetze,,14,Judges,Kings and Wars,War and Battles,,,,,,,,,,,,,
601,Do not dwell permanently in Egypt,N,DEU 17:16,"""Moreover, he shall not multiply horses for himself, nor shall he cause the people to return to Egypt to multiply horses, since the LORD has said to you, 'You shall never again return that way.'",  רַק לֹא־יַרְבֶּה־לּוֹ סוּסִים וְלֹא־יָשִׁיב אֶת־הָעָם מִצְרַיְמָה לְמַעַן הַרְבּוֹת סוּס וַיהוָה אָמַר לָכֶם לֹא תֹסִפוּן לָשׁוּב בַּדֶּרֶךְ הַזֶּה עוֹד׃ ‬,διότι οὐ πληθυνεῖ ἑαυτῷ ἵππον οὐδὲ μὴ ἀποστρέψῃ τὸν λαὸν εἰς αἴγυπτον ὅπως πληθύνῃ ἑαυτῷ ἵππον ὁ δὲ κύριος εἶπεν οὐ προσθήσετε ἀποστρέψαι τῇ ὁδῷ ταύτῃ ἔτι,Shoftim,500,14,Judges,Kings and Wars,The King,,,,,,,,,,,,,
602,"Offer peace terms to the inhabitants of a city while holding siege, and treat them according to the Law if they accept the terms ",P,DEU 20:10,"""When you approach a city to fight against it, you shall offer it terms of peace.","י כִּי-תִקְרַב אֶל-עִיר, לְהִלָּחֵם עָלֶיהָ--וְקָרָאתָ אֵלֶיהָ, לְשָׁלוֹם.","10 Ἐὰν δὲ προσέλθῃς πρὸς πόλιν ἐκπολεμῆσαι αὐτήν, καὶ ἐκκαλέσῃ αὐτοὺς μετ᾿ εἰρήνης·  ",Shoftim,527,14,Judges,Kings and Wars,War and Battles,,,,,,,,,,,,,
603,Do not offer peace to Ammon and Moab while besieging them ,N,DEU 23:7,"""You shall not detest an Edomite, for he is your brother; you shall not detest an Egyptian, because you were an alien in his land.",  לֹא־תְתַעֵב אֲדֹמִי כִּי אָחִיךָ הוּא ס לֹא־תְתַעֵב מִצְרִי כִּי־גֵר הָיִיתָ בְאַרְצוֹ׃ ‬,23:8 οὐ βδελύξῃ ιδουμαῖον ὅτι ἀδελφός σού ἐστιν οὐ βδελύξῃ αἰγύπτιον ὅτι πάροικος ἐγένου ἐν τῇ γῇ αὐτοῦ,Ki Tetze,562,14,Judges,Kings and Wars,Marriage and Family,,,,,,,,,,,,,
604,Do not destroy fruit trees even during the siege ,N,DEU 20:19,"""When you besiege a city a long time, to make war against it in order to capture it, you shall not destroy its trees by swinging an axe against them; for you may eat from them, and you shall not cut them down. For is the tree of the field a man, that it should be besieged by you?","יט כִּי-תָצוּר אֶל-עִיר יָמִים רַבִּים לְהִלָּחֵם עָלֶיהָ לְתָפְשָׂהּ, לֹא-תַשְׁחִית אֶת-עֵצָהּ לִנְדֹּחַ עָלָיו גַּרְזֶן--כִּי מִמֶּנּוּ תֹאכֵל, וְאֹתוֹ לֹא תִכְרֹת: כִּי הָאָדָם עֵץ הַשָּׂדֶה, לָבֹא מִפָּנֶיךָ בַּמָּצוֹר.","19 Ἐὰν δὲ περικαθίσῃς περὶ πόλιν ἡμέρας πλείους ἐκπολεμῆσαι αὐτὴν εἰς κατάλημψιν αὐτῆς, οὐχὶ ἐξολεθρεύσεις τὰ δένδρα αὐτῆς ἐπιβαλεῖν ἐπ᾿ αὐτὰ σίδηρον, ἀλλ᾿ ἢ ἀπ᾿ αὐτοῦ φάγῃ, αὐτὸ δὲ οὐκ ἐκκόψεις. μὴ ἄνθρωπος τὸ ξύλον τὸ ἐν τῷ ἀγρῷ εἰσελθεῖν ἀπὸ προσώπου σου εἰς τὸν χάρακα;  ",Shoftim,529,14,Judges,Kings and Wars,War and Battles,,,,,,,,,,,,,
605,Prepare latrines outside the camps ,P,DEU 23:13,"and you shall have a spade among your tools, and it shall be when you sit down outside, you shall dig with it and shall turn to cover up your excrement.","יד וְיָתֵד תִּהְיֶה לְךָ, עַל-אֲזֵנֶךָ; וְהָיָה, בְּשִׁבְתְּךָ חוּץ, וְחָפַרְתָּה בָהּ, וְשַׁבְתָּ וְכִסִּיתָ אֶת-צֵאָתֶךָ.","(23:14) καὶ πάσσαλος ἔσται σοι ἐπὶ τῆς ζώνης σου, καὶ ἔσται ὅταν διακαθιζάνῃς ἔξω, καὶ ὀρύξεις ἐν αὐτῷ καὶ ἐπαγαγὼν καλύψεις τὴν ἀσχημοσύνην σου ἐν αὐτῷ·  ",Ki Tetze,566,14,Judges,Kings and Wars,War and Battles,,,,,,,,,,,,,
606,Prepare a shovel for each soldier to dig with ,P,DEU 23:14,"""Since the LORD your God walks in the midst of your camp to deliver you and to defeat your enemies before you, therefore your camp must be holy; and He must not see anything indecent among you or He will turn away from you.","טו כִּי יְהוָה אֱלֹהֶיךָ מִתְהַלֵּךְ בְּקֶרֶב מַחֲנֶךָ, לְהַצִּילְךָ וְלָתֵת אֹיְבֶיךָ לְפָנֶיךָ, וְהָיָה מַחֲנֶיךָ, קָדוֹשׁ: וְלֹא-יִרְאֶה בְךָ עֶרְוַת דָּבָר, וְשָׁב מֵאַחֲרֶיךָ. {ס}","(23:15) ὅτι κύριος ὁ θεός σου ἐμπεριπατεῖ ἐν τῇ παρεμβολῇ σου ἐξελέσθαι σε καὶ παραδοῦναι τὸν ἐχθρόν σου πρὸ προσώπου σου, καὶ ἔσται ἡ παρεμβολή σου ἁγία, καὶ οὐκ ὀφθήσεται ἐν σοὶ ἀσχημοσύνη πράγματος καὶ ἀποστρέψει ἀπὸ σοῦ.  ",Ki Tetze,567,14,Judges,Kings and Wars,War and Battles,,,,,,,,,,,,,
