strongs_number,word,gloss,language,part_of_speech,gender,occurrences,first_occurrence,root_word,word_root_occurrence,first_root_number,first_root_hebrew,second_root_number,second_root_hebrew,third_root_number,third_root_hebrew
7571,רֶתַח,"rethach (reh'-thakh) n-m.
1. a boiling
[from H7570]
KJV: X (boil) well. 
Root(s): H7570 ",H,noun,masculine,1,EZK 24:5,רתח,,7570,רתח,,,,
7572,רַתּתִּיקָה,"rattiyqah (rat-tee-kaw') n-f.
1. a chain
[from H7576]
KJV: chain. 
Root(s): H7576 ",H,noun,feminine,2,1KI 6:21,רתק,,7576,רתק,,,,
7573,רָתַם,"ratham (raw-tham') v.
1. to yoke up (to the pole of a vehicle)
[a primitive root]
KJV: bind. ",H,verb,,1,MIC 1:13,רתם,,,,,,,
7574,רֶתֶם רוֹתֶם,"rethem (reh'-them) (or rothem {ro'-them}) n-m.
1. the Spanish broom (from its pole-like stems)
[from H7573]
KJV: juniper (tree). 
Root(s): H7573 ",H,noun,masculine,4,1KI 19:4,רתם,,7573,רתם,,,,
7575,רִתמָה,"Rithmah (rith-maw') n/p.
1. Rithmah, a place in the Desert
[feminine of H7574]
KJV: Rithmah. 
Root(s): H7574 ",H,noun proper,,2,NUM 33:18,,,7574,רתם רותם,,,,
7576,רָתַק,"rathaq (raw-thak') v.
1. to fasten
[a primitive root]
KJV: bind. ",H,verb,,2,ECC 12:6,רתק,,,,,,,
7577,רְתוּקָה,"rthuqah (reth-oo-kaw') n-f.
1. something fastened, i.e. a chain
[feminine passive participle of H7576]
KJV: chain. 
Root(s): H7576 ",H,noun,feminine,1,ISA 40:19,רתק,,7576,רתק,,,,
7578,רְתֵת,"rtheth (reth-ayth') n-m.
1. terror
[for H7374]
KJV: trembling. 
Root(s): H7374 ",H,noun,masculine,1,HOS 13:1,,,7374,רטט,,,,
7579,שָׁאַב,"sha'ab (sahw-ab') v.
1. to bale up water
[a primitive root]
KJV: (woman to) draw(-er, water). ",H,verb,,19,GEN 24:11,שׁאב,,,,,,,
7580,שָׁאַג,"sha'ag (shaw-ag') v.
1. to rumble or moan
[a primitive root]
KJV: X mightily, roar. ",H,verb,,21,JDG 14:5,שׁאג,,,,,,,
7581,שְׁאָגָה,"shagah (sheh-aw-gaw') n-f.
1. a rumbling or moan
[from H7580]
KJV: roaring. 
Root(s): H7580 ",H,noun,feminine,7,JOB 3:24,שׁאג,,7580,שׁאג,,,,
7582,שָׁאָה,"sha'ah (shaw-aw') v.
1. to rush
2. (by implication) to desolate
[a primitive root]
KJV: be desolate, (make a) rush(-ing), (lay) waste. ",H,verb,,6,2KI 19:25,שׁאה,,,,,,,
7583,שָׁאָה,"sha'ah (shaw-aw') v.
1. to stun, i.e. (intransitively) be astonished
[a primitive root (identical with H7582 through the idea of whirling to giddiness)]
KJV: wonder. 
Root(s): H7582 ",H,verb,,1,GEN 24:21,שׁאה,,7582,שׁאה,,,,
7584,שַׁאֲוָה,"sha'avah (shah-av-aw') n-f.
1. a tempest (as rushing)
[from H7582]
KJV: desolation. 
Root(s): H7582 ",H,noun,feminine,1,PRO 1:27,שׁאה,,7582,שׁאה,,,,
7585,שְׁאוֹל שְׁאוֹל,"sh'owl (sheh-ole') (or shol {sheh-ole'}) n-f.
1. Hades or the world of the dead (as if a subterranean retreat), including its accessories and inmates
[from H7592]
KJV: grave, hell, pit. 
Root(s): H7592 ",H,noun,feminine,65,GEN 37:35,שׁאל,,7592,שׁאל שׁאל,,,,
7586,שָׁאוּל,"Sha'uwl (shaw-ool') n/p.
1. asked
2. Shaul, the name of an Edomite and two Israelites
[passive participle of H7592]
KJV: Saul, Shaul. 
Root(s): H7592 ",H,noun proper,,406,GEN 36:37,שׁאל,,7592,שׁאל שׁאל,,,,
7587,שָׁאוּלִי,"Sha'uwliy (shaw-oo-lee') adj.
1. a Shaulite or descendant of Shaul
[patronymic from H7856]
KJV: Shaulites. 
Root(s): H7856 ",H,adjective,,1,NUM 26:13,,,7856,שׂטנה,,,,
7588,שָׁאוֹן,"sha'own (shaw-one') n-m.
1. uproar (as of rushing)
2. (by implication) destruction
[from H7582]
KJV: X horrible, noise, pomp, rushing, tumult (X -uous). 
Root(s): H7582 ",H,noun,masculine,18,PSA 40:2,שׁאה,,7582,שׁאה,,,,
7589,שְׁאָט,"sh'at (sheh-awt') n-m.
1. contempt
[from an unused root meaning to push aside]
KJV: despite(-ful). ",H,noun,masculine,3,EZK 25:6,,,,,,,,
7590,שָׁאטּ,"sha't (shawt) v.
1. one contemning
[for active part of H7750]
KJV: that (which) despise(-d). 
Root(s): H7750 
Compare: H7589 ",H,verb,,3,EZK 16:57,שׂוט סוט,,7750,שׂוט סוט,,,,
7591,שְׁאִיָה,"sh'iyah (sheh-ee-yaw') n-f.
1. desolation
[from H7582]
KJV: destruction. 
Root(s): H7582 ",H,noun,feminine,1,ISA 24:12,שׁאה,,7582,שׁאה,,,,
7592,שָׁאַל שָׁאֵל,"sha'al (shaw-al') (or shael {shaw-ale'}) v.
1. to inquire
2. (by implication) to request
3. (by extension) to demand
[a primitive root]
KJV: ask (counsel, on), beg, borrow, lay to charge, consult, demand, desire, X earnestly, enquire, + greet, obtain leave, lend, pray, request, require, + salute, X straitly, X surely, wish. ",H,verb,,175,GEN 24:47,שׁאל,,,,,,,
7593,שְׁאֵל,"sh'el (sheh-ale') v.
1. ask, demand, require
[(Aramaic) corresponding to H7592]
 Root(s): H7592 ",A,verb,,6,EZR 5:9,שׁאל,,7592,שׁאל שׁאל,,,,
7594,שְׁאָל,"Sh'al (sheh-awl') n/p.
1. request
2. Sheal, an Israelite
[from H7592]
KJV: Sheal. 
Root(s): H7592 ",H,noun proper,,1,EZR 10:29,שׁאל,,7592,שׁאל שׁאל,,,,
7595,שְׁאֵלָא,"sh'ela' (sheh-ay-law') n-f.
1. (properly) a question (at law), i.e. judicial decision or mandate
[(Aramaic) from H7593]
KJV: demand. 
Root(s): H7593 ",A,noun,feminine,1,DAN 4:17,,,7593,שׁאל,,,,
7596,שְׁאֵלָה שֵׁלָה,"sh'elah (sheh-ay-law') (or shelah (1 Samuel 1) n-f.
1. a petition
2. (by implication) a loan
[from H7592]
KJV: loan, petition, request. 
Root(s): H7592 ",H,noun,feminine,14,JDG 8:24,שׁאל,,7592,שׁאל שׁאל,,,,
7597,שְׁאַלתִּיאֵל שַׁלתִּיאֵל,"Sh'altiy'el (sheh-al-tee-ale') (or Shaltiy(el {shal-tee-ale'}) n/p.
1. I have asked God
2. Shealtiel, an Israelite
[from H7592 and H410]
KJV: Shalthiel, Shealtiel. 
Root(s): H7592, H410 ",H,noun proper,,9,1CH 3:17,שׁאל,,7592,שׁאל שׁאל,410,אל,,
7598,שְׁאַלתִּיאֵל,"Sh'altiy'el (sheh-al-tee-ale') n/p.
1. Shealtiel
[(Aramaic) corresponding to H7597]
 Root(s): H7597 ",A,noun proper,,1,EZR 5:2,,,7597,שׁאלתיאל שׁלתיאל,,,,
7599,שָׁאַן,"sha'an (shaw-an') v.
1. to loll, i.e. be peaceful
[a primitive root]
KJV: be at ease, be quiet, rest. See also H1052. 
See also: H1052 ",H,verb,,5,JOB 3:18,שׁאן,,,,,,,
7600,שַׁאֲנָן,"sha'anan (shah-an-awn') adj.
1. secure
2. in a bad sense, haughty
[from H7599]
KJV: that is at ease, quiet, tumult. 
Root(s): H7599 
Compare: H7946 ",H,adjective,,10,2KI 19:28,שׁאן,,7599,שׁאן,,,,
7601,שָׁאַס,"sha'ac (shaw-as') v.
1. to plunder
[a primitive root]
KJV: spoil. ",H,verb,,1,JER 30:16,שׁאס,,,,,,,
7602,שָׁאַף,"sha'aph (shaw-af') v.
1. to inhale eagerly
2. (figuratively) to cover
3. (by implication) to be angry
4. (also) to hasten
[a primitive root]
KJV: desire (earnestly), devour, haste, pant, snuff up, swallow up. ",H,verb,,14,JOB 5:5,שׁאף,,,,,,,
7603,שְׂאוֹר,"s'or (seh-ore') n-m.
1. barm or yeast-cake (as swelling by fermentation)
[from H7604]
KJV: leaven. 
Root(s): H7604 ",H,noun,masculine,5,EXO 12:15,שׁאר,,7604,שׁאר,,,,
7604,שָׁאַר,"sha'ar (shaw-ar') v.
1. (properly) to swell up, i.e. be (causatively, make) redundant
[a primitive root]
KJV: leave, (be) left, let, remain, remnant, reserve, the rest. ",H,verb,,133,GEN 7:23,שׁאר,,,,,,,
7605,שְׁאָר,"sh'ar (sheh-awr') n-m.
1. a remainder
[from H7604]
KJV: X other, remnant, residue, rest. 
Root(s): H7604 ",H,noun,masculine,26,1CH 11:8,שׁאר,,7604,שׁאר,,,,
7606,שְׁאָר,"sh'ar (sheh-awr') n-m.
1. X whatsoever more, residue, rest
[(Aramaic) corresponding to H7605]
 Root(s): H7605 ",A,noun,masculine,12,EZR 4:9,,,7605,שׁאר,,,,
7607,שְׁאֵר,"sh'er (sheh-ayr') n-m.
1. flesh (as swelling out), as living or for food
2. (generally) food of any kind
3. (figuratively) kindred by blood
[from H7604]
KJV: body, flesh, food, (near) kin(-sman, -swoman), near (nigh) (of kin). 
Root(s): H7604 ",H,noun,masculine,16,EXO 21:10,שׁאר,,7604,שׁאר,,,,
7608,שַׁאֲרָה,"sha'arah (shah-ar-aw') n-f.
1. female kindred by blood
[feminine of H7607]
KJV: near kinswomen. 
Root(s): H7607 ",H,noun,feminine,1,LEV 18:17,,,7607,שׁאר,,,,
7609,שֶׁאֱרָה,"She'erah (sheh-er-aw') n/p.
1. Sheerah, an Israelitess
[the same as H7608]
KJV: Sherah. 
Root(s): H7608 ",H,noun proper,,1,1CH 7:24,,,7608,שׁארה,,,,
7610,שְׁאָר יָשׁוּב,"Sh'ar Yashuwb (sheh-awr'yaw-shoob') n/p.
1. a remnant will return
2. Shear-Jashub, the symbolic name of one of Isaiah's sons
[from H7605 and H7725]
KJV: Shear-jashub. 
Root(s): H7605, H7725 ",H,noun proper,,1,ISA 7:3,שׁוב,,7605,שׁאר,7725,שׁוב,,
7611,שְׁאֵרִיתּ,"sh'eriyth (sheh-ay-reeth') n-f.
1. a remainder or residual (surviving, final) portion
[from H7604]
KJV: that had escaped, be left, posterity, remain(-der), remnant, residue, rest. 
Root(s): H7604 ",H,noun,feminine,66,GEN 45:7,שׁאר,,7604,שׁאר,,,,
7612,שֵׁאתּ,"she'th (shayth) n-f.
1. devastation
[from H7582]
KJV: desolation. 
Root(s): H7582 ",H,noun,feminine,1,LAM 3:47,שׁאה,,7582,שׁאה,,,,
7613,שְׂאֵת,"s'eth (seh-ayth') n-f.
1. an elevation or leprous scab
2. (figuratively) elation or cheerfulness
3. exaltation in rank or character
[from H5375]
KJV: be accepted, dignity, excellency, highness, raise up self, rising. 
Root(s): H5375 ",H,noun,feminine,14,GEN 4:7,נשׂא,,5375,נשׂא נסה,,,,
7614,שְׁבָא,"Shba' (sheb-aw') n/l.
1. Sheba, the name of three early progenitors of tribes and of an Ethiopian district
[of foreign origin]
KJV: Sheba, Sabeans. ",H,noun location,,23,GEN 10:7,,,,,,,,
7615,שְׁבָאִי,"Shba'iy (sheb-aw-ee') adj.
1. a Shebaite or descendant of Sheba
[patronymic from H7614]
KJV: Sabean. 
Root(s): H7614 ",H,adjective,,1,JOL 3:8,,,7614,שׁבא,,,,
7616,שָׁבָב,"shabab (shaw-bawb') n-m.
1. a fragment, i.e. ruin
[from an unused root meaning to break up]
KJV: broken in pieces. ",H,noun,masculine,1,HOS 8:6,,,,,,,,
7617,שָׁבָה,"shabah (shaw-baw') v.
1. to transport into captivity
[a primitive root]
KJV: (bring away, carry, carry away, lead, lead away, take) captive(-s), drive (take) away. ",H,verb,,48,GEN 14:14,שׁבה,,,,,,,
7618,שְׁבוּ,"shbuw (sheb-oo') n-f.
1. a gem (from its sparkle), probably the agate
[from an unused root (probably identical with that of H7617 through the idea of subdivision into flashes or streamers) meaning to flame]
KJV: agate. 
Compare: H7632 ",H,noun,feminine,2,EXO 28:19,שׁבה,,,,,,,
7619,שְׁבוּאֵל שׁוּבָאֵל,"Shbuw'el (sheb-oo-ale') (or Shuwbanel {shoo-baw-ale'}) n/p.
1. captive (or returned) of God
2. Shebuel or Shubael, the name of two Israelites
[from H7617 (abbrev.) or H7725 and H410]
KJV: Shebuel, Shubael. 
Root(s): H7617, H7725, H410 ",H,noun proper,,6,1CH 23:16,שׁוב,,7617,שׁבה,7725,שׁוב,410,אל
7620,שָׁבוַּע שָׁבוַּע שֶׁבוּעָה,"shabuwa` (shaw-boo'-ah) (or shabuan {shaw-boo'-ah} also (feminine) shbu.ah {sheb-oo-aw'};) n-m.
1. literal, sevened, i.e. a week (specifically, of years)
[(properly) passive participle of H7650 as a denominative of H7651]
KJV: seven, week. 
Root(s): H7650, H7651 ",H,noun,masculine,20,GEN 29:27,שׁבע,,7650,שׁבע,7651,שׁבע שׁבעה,,
7621,שְׁבוּעָה,"shbuw`ah (sheb-oo-aw') n-f.
1. (properly) something sworn, i.e. an oath
[feminine passive participle of H7650]
KJV: curse, oath, X sworn. 
Root(s): H7650 ",H,noun,feminine,30,GEN 24:8,שׁבע,,7650,שׁבע,,,,
7622,שְׁבוּת שְׁבִיתּ,"shbuwth (sheb-ooth') (or shbiyth {sheb-eeth'}) n-f.
1. exile
2. (concretely) prisoners
3. (figuratively) a former state of prosperity
[from H7617]
KJV: captive(-ity). 
Root(s): H7617 ",H,noun,feminine,42,NUM 21:29,שׁבה,,7617,שׁבה,,,,
7623,שָׁבַח,"shabach (shaw-bakh') v.
1. (properly) to address in a loud tone, i.e. (specifically) loud
2. (figuratively) to pacify (as if by words)
[a primitive root]
KJV: commend, glory, keep in, praise, still, triumph. ",H,verb,,11,1CH 16:35,שׁבח,,,,,,,
7624,שְׁבַח,"shbach (sheb-akh') v.
1. to adulate, i.e. adore
[(Aramaic) corresponding to H7623]
KJV: praise. 
Root(s): H7623 ",A,verb,,5,DAN 2:23,שׁבח,,7623,שׁבח,,,,
7625,שְׁבַט,"shebat (sheb-at') n-m.
1. a clan
[(Aramaic) corresponding to H7626]
KJV: tribe. 
Root(s): H7626 ",A,noun,masculine,1,EZR 6:17,שׁבט,,7626,שׁבט,,,,
7626,שֵׁבֶט,"shebet (shay'-bet) n-m.
1. a scion, i.e. (literally) a stick (for punishing, writing, fighting, ruling, walking, etc.) or (figuratively) a clan
[from an unused root probably meaning to branch off]
KJV: X correction, dart, rod, sceptre, staff, tribe. ",H,noun,masculine,190,GEN 49:10,שׁבט,,,,,,,
7627,שְׁבָט,"Shbat (sheb-awt') n/t.
1. Shebat, a Jewish month
[of foreign origin]
KJV: Sebat. ",H,noun proper time,,1,ZEC 1:7,,,,,,,,
7628,שְׁבִי,"shbiy (sheb-ee') n-f.
1. exiled
2. captured
3. (as noun) exile (abstractly or concretely and collectively)
4. (by extension) plunder
[from H7618]
KJV: captive(-ity), prisoners, X take away, that was taken. 
Root(s): H7618 ",H,noun,feminine,46,EXO 12:29,,,7618,שׁבו,,,,
7629,שׁוֹבִי,"Shobiy (sho-bee') n/p.
1. captor
2. Shobi, an Ammonite
[from H7617]
KJV: Shobi. 
Root(s): H7617 ",H,noun proper,,1,2SA 17:27,שׁבה,,7617,שׁבה,,,,
7630,שׁוֹבַי,"Shobay (sho-bah'-ee) n/p.
1. Shobai, an Israelite
[for H7629]
KJV: Shobai. 
Root(s): H7629 ",H,noun proper,,2,EZR 2:42,,,7629,שׁובי,,,,
7631,שְׂבִיבּ,"sbiyb (seb-eeb') n-m.
1. flame
[(Aramaic) corresponding to H7632]
 Root(s): H7632 ",A,noun,masculine,2,DAN 3:22,,,7632,שׁביב,,,,
7632,שָׁבִיבּ,"shabiyb (shaw-beeb') n-m.
1. flame (as split into tongues)
[from the same as H7616]
KJV: spark. 
Root(s): H7616 ",H,noun,masculine,1,JOB 18:5,,,7616,שׁבב,,,,
7633,שִׁביָה,"shibyah (shib-yaw') n-f.
1. exile (abstractly or concretely and collectively)
[feminine of H7628]
KJV: captives(-ity). 
Root(s): H7628 ",H,noun,feminine,12,DEU 21:11,,,7628,שׁבי,,,,
7634,שָׁביָה,"Shobyah (shob-yaw') n/p.
1. captivation
2. Shobjah, an Israelite
[feminine of the same as H7629]
KJV: Shachia (from the margin). 
Root(s): H7629 ",H,noun proper,,1,1CH 8:10,,,7629,שׁובי,,,,
7635,שָׁבִיל,"shabiyl (shaw-beel') n-m.
1. a track or passage-way (as if flowing along)
[from the same as H7640]
KJV: path. 
Root(s): H7640 ",H,noun,masculine,2,PSA 77:19,שׁבל,,7640,שׁובל,,,,
7636,שָׁבִיס,"shabiyc (shaw-beece') n-m.
1. a netting for the hair
[from an unused root meaning to interweave]
KJV: caul. ",H,noun,masculine,1,ISA 3:18,,,,,,,,
7637,שְׁבִיעִי שֶׁבִעִי,"shbiy`iy (sheb-ee-ee') (or shbi iy {sheb-ee-ee'}) adj.
1. seventh
[ordinal from H7657]
KJV: seventh (time). 
Root(s): H7657 ",H,adjective,,97,GEN 2:2,,,7657,שׁבעים,,,,
7638,שָׂבָך,"sabak (saw-bawk') n-m.
1. a netting (ornament to the capital of a column)
[from an unused root meaning to intwine]
KJV: net. ",H,noun,masculine,1,1KI 7:17,,,,,,,,
7639,שְׂבָכָה,"sbakah (seb-aw-kaw') n-f.
1. a net-work, i.e (in hunting) a snare, (in architecture) a ballustrade
2. also a reticulated ornament to a pillar
[feminine of H7638]
KJV: checker, lattice, network, snare, wreath(-enwork). 
Root(s): H7638 ",H,noun,feminine,16,1KI 7:17,,,7638,שׂבך,,,,
7640,שׁוֹבֶל,"shebel (show'-bel) n-m.
1. a lady's train (as trailing after her)
[from an unused root meaning to flow]
KJV: leg. ",H,noun,masculine,1,ISA 47:2,,,,,,,,
7641,שִׁבּוֹל שִׁבּוֹלֶת,"shibbol (shib-bole) (or (feminine) shibboleth {shib-bo'-leth}) n-f.
1. a stream (as flowing)
2. also an ear of grain (as growing out)
3. by analogy, a branch
[from the same as H7640]
KJV: branch, channel, ear (of corn), ((water-))flood, Shibboleth. 
Root(s): H7640 
Compare: H5451 ",H,noun,feminine,19,GEN 41:5,שׁבל,,7640,שׁובל,,,,
7642,שַׁבלוּל,"shabluwl (shab-lool') n-m.
1. a snail (as if floating in its own slime)
[from the same as H7640]
KJV: snail. 
Root(s): H7640 ",H,noun,masculine,1,PSA 58:8,שׁבל,,7640,שׁובל,,,,
7643,שְׂבָם שִׂבמָה,"Sbam (seb-awm') (or (feminine) Sibmah {sib-maw'}) n/l.
1. spice
2. Sebam or Sibmah, a place in Moab
[probably from H1313]
KJV: Shebam, Shibmah, Sibmah. 
Root(s): H1313 ",H,noun location,,6,NUM 32:3,,,1313,בשׂם,,,,
7644,שֶׁבנָא שֶׁבנָה,"Shebna' (sheb-naw') (or Shebnah {sheb-naw'}) n/p.
1. growth
2. Shebna or Shebnah, an Israelite
[from an unused root meaning to grow]
KJV: Shebna, Shebnah. ",H,noun proper,,9,2KI 18:18,,,,,,,,
7645,שְׁבַניָה שֶׁבַניָהוּ,"Shbanyah (sheb-an-yaw') (or Shbanyahuw {sheb-an-yaw'-hoo}) n/p.
1. Jah has grown (i.e. prospered)
2. Shebanjah, the name of three or four Israelites
[from the same as H7644 and H3050]
KJV: Shebaniah. 
Root(s): H7644, H3050 ",H,noun proper,,7,1CH 15:24,,,7644,שׁבנא שׁבנה,3050,יה,,
7646,שָׂבַע שָׂבֵַע,"saba` (saw-bah') (or sabeay {saw-bay'-ah}) v.
1. to sate, i.e. fill to satisfaction (literally or figuratively)
[a primitive root]
KJV: have enough, fill (full, self, with), be (to the) full (of), have plenty of, be satiate, satisfy (with), suffice, be weary of. ",H,verb,,99,EXO 16:8,שׂבע,,,,,,,
7647,שָׂבָע,"saba` (saw-baw') n-m.
1. copiousness
[from H7646]
KJV: abundance, plenteous(- ness, -ly). 
Root(s): H7646 ",H,noun,masculine,8,GEN 41:29,שׂבע,,7646,שׂבע שׂבע,,,,
7648,שׂוֹבַע,"soba` (so'-bah) n-m.
1. satisfaction (of food or (figuratively) joy)
[from H7646]
KJV: fill, full(-ness), satisfying, be satisfied. 
Root(s): H7646 ",H,noun,masculine,8,EXO 16:3,שׂבע,,7646,שׂבע שׂבע,,,,
7649,שָׂבֵַע,"sabea` (saw-bay'-ah) adj.
1. satiated (in a pleasant or disagreeable sense)
[from H7646]
KJV: full (of), satisfied (with). 
Root(s): H7646 ",H,adjective,,8,GEN 25:8,שׂבע,,7646,שׂבע שׂבע,,,,
7650,שָׁבַע,"shaba` (shaw-bah') v.
1. (properly) to be complete, but used only as a denominative from H7651
2. to seven oneself, i.e. swear (as if by repeating a declaration seven times)
[a primitive root]
KJV: adjure, charge (by an oath, with an oath), feed to the full (by mistake for H7646), take an oath, X straitly, (cause to, make to) swear. 
Compare: H7651 
See also: H7646 ",H,verb,,187,GEN 21:23,שׁבע,,,,,,,
7651,שֶׁבַע שִׁבעָה,"sheba` (sheh'-bah) (or (masculine) shibrah {shib-aw'}) n-e.
1. a primitive cardinal number
2. seven (as the sacred full one)
3. (also, adverbially) seven times
4. (by implication) a week
5. (by extension) an indefinite number
[from H7650]
KJV: (+ by) seven(-fold),-s, (-teen, -teenth), -th, times). 
Root(s): H7650 
Compare: H7658 ",H,noun enumeration,,395,GEN 4:24,שׁבע,,7650,שׁבע,,,,
7652,שֶׁבַע,"sheba` (sheh'-bah) n/l.
1. seven
2. Sheba, the name of a place in Israel, and of two Israelites
[the same as H7651]
KJV: Sheba. 
Root(s): H7651 ",H,noun location,,10,JOS 19:2,,,7651,שׁבע שׁבעה,,,,
7653,שִׂבעָה,"sib`ah (sib-aw') n-f.
1. satiety
[feminine of H7647]
KJV: fulness. 
Root(s): H7647 ",H,noun,feminine,1,EZK 16:49,,,7647,שׂבע,,,,
7654,שָׂבעָה,"sob`ah (sob-aw') n-f.
1. satiety
[feminine of H7648]
KJV: (to have) enough, X till...be full, (un-)satiable, satisfy, X sufficiently. 
Root(s): H7648 ",H,noun,feminine,5,ISA 23:18,,,7648,שׂובע,,,,
7655,שִׁבעָה,"shib`ah (shib-aw') n-f.
1. seven (times)
[(Aramaic) corresponding to H7651]
 Root(s): H7651 ",A,noun,feminine,6,EZR 7:14,,,7651,שׁבע שׁבעה,,,,
7656,שִׁבעָה,"Shib`ah (shib-aw') n/l.
1. seven(-th)
2. Shebah, a well in Israel
[masculine of H7651]
KJV: Shebah. 
Root(s): H7651 ",H,noun location,,1,GEN 26:33,,,7651,שׁבע שׁבעה,,,,
7657,שִׁבעִים,"shib`iym. (shib-eem') num.
1. seventy
[multiple of H7651]
KJV: seventy, threescore and ten (+ -teen). 
Root(s): H7651 ",H,number,,91,GEN 4:24,,,7651,שׁבע שׁבעה,,,,
7658,שִׁבעָנָה,"shib`anah (shib-aw-naw') num.
1. seven
[prol. for the masculine of H7651]
KJV: seven. 
Root(s): H7651 ",H,number,,1,JOB 42:13,,,7651,שׁבע שׁבעה,,,,
7659,שִׁבעָתַיִם,"shib`athayim (shib-aw-thah'-yim) n-f.
1. seven- times
[dual (adverbially) of H7651]
KJV: seven(-fold, times). 
Root(s): H7651 ",H,noun,feminine,6,GEN 4:15,,,7651,שׁבע שׁבעה,,,,
7660,שָׁבַץ,"shabats (shaw-bats') v.
1. to interweave (colored) threads in squares
2. (by implication) (of reticulation) to inchase gems in gold
[a primitive root]
KJV: embroider, set. ",H,verb,,2,EXO 28:20,שׁבץ,,,,,,,
7661,שָׁבָץ,"shabats (shaw-bawts') n-m.
1. entanglement, i.e. (figuratively) perplexity
[from H7660]
KJV: anguish. 
Root(s): H7660 ",H,noun,masculine,1,2SA 1:9,שׁבץ,,7660,שׁבץ,,,,
7662,שְׁבַק,"shbaq (sheb-ak') v.
1. to quit, i.e. allow to remain
[(Aramaic) corresponding to the root of H7733]
KJV: leave, let alone. 
Root(s): H7733 ",A,verb,,5,EZR 6:7,שְׁבַק,,7733,שׁובק,,,,
7663,שָׂבַר שָׁבַר,"sabar (saw-bar') (erroneously shabar (Nehemiah 2) v.
1. to scrutinize
2. (by implication, of watching) to expect (with hope and patience)
[a primitive root]
KJV: hope, tarry, view, wait. 
See also: H15 ",H,verb,,8,RUT 1:13,שׁבר,,,,,,,
7664,שֵׂבֶר,"seber (say'-ber) n-m.
1. expectation
[from H7663]
KJV: hope. 
Root(s): H7663 ",H,noun,masculine,2,PSA 119:116,שׁבר,,7663,שׂבר שׁבר,,,,
7665,שָׁבַר,"shabar (shaw-bar') v.
1. to burst (literally or figuratively)
[a primitive root]
KJV: break (down, off, in pieces, up), broken((-hearted)), bring to the birth, crush, destroy, hurt, quench, X quite, tear, view (by mistake for H7663). 
See also: H7663 ",H,verb,,149,GEN 19:9,שׁבר,,,,,,,
